text,intent
Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,general_question
@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,account_problem
"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",complaint
"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",general_question
"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo",general_question
"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",technical_support
"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",general_question
@AskPlayStation please help,general_question
@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?,general_question
I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,general_question
@AskPlayStation someone got to my account and changed the email,account_problem
@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,delivery_issue
@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,general_question
@HPSupport I would like to speak to a technician #hpsa #hpprnt,general_question
"@ChaseSupport Sounds good, thanks!",positive_feedback
Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?,general_question
"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊",delivery_issue
Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.,account_problem
"@ChaseSupport Just got off the phone with them, you guys were great!",positive_feedback
@ChaseSupport Thanks guys!,positive_feedback
"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?",technical_support
"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system.",complaint
@CoxHelp Had to push hard but finally got a team lead to reach out to on-call tech. Outage issue solved; #CSIssue not #CSFail,technical_support
Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs,technical_support
@CoxHelp It needs to be fixed. Permanently. Now.,positive_feedback
"So @116021 is back fucking me again with my BUSINESS plan internet.

Super cool company.

I don't recommend.",technical_support
I’d like at least one month to go by where I don’t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them,complaint
@CoxHelp I just did.,general_question
@CoxHelp Been lookong forward to binge on #StrangerThingsSeason2 just hope we have internet. a lot of outages in the neighborhood lately.,delivery_issue
"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations",technical_support
@AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.,general_question
@AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst,complaint
@AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.,delivery_issue
"@AskeBay So, instead of telling me to contact the seller you guys should contact the seller.",general_question
@AskeBay I haven't received anything as of yet. I'll contact seller tomorrow morning. But your service is pathetic.,general_question
@AskeBay I would appreciate that I got the refund of my previous damaged product from eBay. But where are the timelines for delivery.,refund_request
@AskeBay The email address associated with my account is __email__ .,account_problem
@AskeBay I'm not looking for the refund. Just check my account and you would yourself condemn your service and worst packing .,complaint
@AskeBay And I haven't received it yet so in layman terms you can say I'm Waiting for it from 9th of Oct. How much time can I wait.,general_question
@AskeBay and so you have provided me the refund for that. But as I was mad about this product so I ordered the same product on 21st .,refund_request
@AskeBay I am looking for the product. Let me tell you something. I bought a similar product on 9th of this month. But that was damaged  .,general_question
@AskeBay And check with your team. Or else keep my fucking money as you guys have stressed me out. ?@61113,payment_issue
@AskeBay @2598 kindly check the above message and do the needful for your worst service.,complaint
"@115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct
You have paid using PaisaPay on 21/10/17. 
but i havent received it yet on 1/11/17.",delivery_issue
@AskeBay I did that they closed my case have I lost £120 pounds now because of eBay theft and eBay does not care,general_question
@AskeBay The delivery company is saying they delivered it to my street won't give address the seller is saying she has proof but no one will show me,delivery_issue
@AskeBay what option do I have if I bought something on eBay and wasn't delivered and eBay closed my claim to get the money back?,refund_request
@AskeBay How do I setup automatic declines? Its not listed in your help centre and I’m struggling to find the settings,general_question
@AskeBay can you remove the best offer facility from buy it now items?? I am selling items that I do not wish to offer ‘best offer’,positive_feedback
@116029 How can I change my work Dropbox account back to a personal account? I tested the trial version now I want my account to be personal again.,account_problem
We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF,general_question
@116029 FYI was on your solutions/marketing of DB Business and noticed the read the eBook link is broken... https://t.co/aRWCfgYMoO,general_question
"@DropboxSupport Please do! “As a user, I would like to hide irrelevant or old contacts from suggestions, in order to make room for relevant ones.” :)",general_question
"@DropboxSupport How do I remove the suggested contacts in ""Invite people to Paper"" column? I don't have any third party contacts connected.",general_question
@VirginAtlantic can you please update my tier points on my account - thanks.,technical_support
"@VirginAtlantic 3 times over an hour on the phone, let’s just hope everything is correct now I’d hate for something to be wrong for a special occasion",complaint
"3rd call to @VirginAtlantic hoping everything is sorted, booked flights for 4 guys and 2 peoples details were incorrect should I be worried?",general_question
"@116035 refuses to provide me with a copy of my contract, even though they’re quoting it to justify stealing $800 from me",general_question
@BofA_Help Thanks,positive_feedback
@BofA_Help Anytime after 12noon today or anytime tomorrow,general_question
@BofA_Help Whenever your ready,general_question
"@BofA_Help Okay, I'm currently on the middle of something, I will return your call shortly thank you",positive_feedback
"@BofA_Help Thank you because I just was beginning to become comfortable with you all, Everything was going great",positive_feedback
"@116035 the the woman says, were regulated by the government they won't let us help you..She literally just blamed the government",delivery_issue
@116035 i have a question,general_question
@XboxSupport week 2 licence wont' validate my minecraft for windows 10 https://t.co/GbY14vW0FP,general_question
"@XboxSupport Connection via Ethernet not possible where he is, also there's no file to delete &amp; restart as said before he's done a power cycle?",technical_support
"@XboxSupport my brother can't install Forza 7 on his Xbox one, he's already tried a power cycle, what can he do please?",general_question
@XboxSupport who would I message for backwards compatible game suggestions 2 great games have sat on the fourms since 2015 https://t.co/Hv4lYsUelZ,positive_feedback
@XboxSupport @116042 Yeah have to reboot game when animals become ill and the strikes and crisis come way to quickly,general_question
"@XboxSupport @116042 Yes there are many bugs in this game, especially when you try and release animals",technical_support
"@99 Hi, Will you be fixing the bugs and crashes on Zoo Tycoon: Ultimate Animal Collection Xbox One Version?

Many Thanks",technical_support
"@XboxSupport I bought Dying Light from the xbox store and when I play it, it continuously freezes. I want my money back unless we can fix",refund_request
@XboxSupport do you need a active game pass in order to receive the mystery gift from the giveaway?,general_question
J'ai un pb quelqu'un a payer des jeux avec ma cb @XboxSupport 😓 pour acheter 210e de jeux...,payment_issue
"@XboxSupport On Skype I can hear people, but they can't hear me. I've tried different controllers/mic &amp; uninstalling. Please help?",general_question
@AirAsiaSupport what happen to your system. I could not sent my refund info to e form,refund_request
@azuresupport #azhelp: why i can't use %env-variable% syntax in my function.json? Trying to deploy Function App but that syntax not working.,technical_support
"@AzureSupport Thanks for your help:) I've actually decided to use Azure Blob Storage instead, so I don't have to set up a service principal as a non-admin",positive_feedback
@azuresupport #azTechHelp Is there an easy way to transfer files from Azure File Store to Azure Data Lake?,general_question
Thank you @AlaskaAir for listening and helping when I had an issue today. Great customer service.,technical_support
Wow--great customer service @AlaskaAir! Thank you!,positive_feedback
@ArgosHelpers Terrible delivery service even worse paying extra for a time slot #3hourslate,complaint
"Hey @116057, if I recieve the wrong order and reported it to support...should I place a new order? Or what...?",general_question
@Postmates_Help order was messed up. Got a $5 refund when I deserve my money back. Food tasted horrible.,complaint
@Morrisons why have you discontinued your tinned ravioli in bolognese sauce. It was better than any other!! 😢,general_question
"Just so @Morrisons know, orange donuts were a TERRIBLE idea.",complaint
@AskTarget Thank you for responding. I look forward to working with you.,positive_feedback
@116062 has disgustingly mismanaged the released of the Crota Pops. You should be ashamed of your distribution and retail staff.,complaint
How can I give this out?  Wtf @116062 https://t.co/OElDh05lPG,complaint
"@AskTarget Looks like Marketing Team didn't think that was a good idea. What is the motto for @116062 again? Something like ""lol Fuck Our Customers""?",general_question
@116065 @AskTarget @116062 Can you do something similar for the Crota Funko Pop? This proves that you're capable of letting us know in advance when a limited product will go up for sale. You can still redeem yourselves for that fiasco of a launch. Please don't just randomly throw it up.,general_question
SNES Classic will go up for Redcard members only at Target dot com at 7 AM PT November 1st https://t.co/5O5WXcpky2 https://t.co/hnRuz3CwmX,general_question
@GoDaddyHelp hey godday do you have a chat support?? I had an issue while im tryin to sync merchandise from printfull to my woocommerce ..,technical_support
@GoDaddyHelp Thank you!,positive_feedback
@GoDaddyHelp Shit wrong one https://t.co/Fdvwd8vT22,complaint
@GoDaddyHelp https://t.co/qbjuBeYovF,general_question
@116068 I'd appreciate it if you wouldn't sell my personal info to other companies. You had no right and i'll be reporting you to the BBB,technical_support
"@GoDaddyHelp @116069 Lies, i set mine to off myself, it was no error or mistake.",complaint
@116068 I specifically turned off auto renew. Why the hell did you feel the need to change it? This is shady as hell. https://t.co/HPICov83MV,general_question
@116072 really knows how to celebrate Halloween. I have basically no internet 😠 #centurylinksucks,complaint
I'm trying to run a speed test but all it says is Network Communication Error after briefly showing 0.02 Mbps #centurylink #centurylinksucks,complaint
@CenturyLinkHelp Change your hold music from being a 2 min loop for the love of god.,positive_feedback
@CenturyLinkHelp And give your call center people a raise for having to deal w/the nonsense created by your robot system that randomly cancels installations.,general_question
".@116072 I heard you guys were bad; after an install no-show &amp; 25+ min of being on hold, I'm thinking the rumors were true.",complaint
@116072 You are the worst! I have to wait three days to get my internet fixed...,complaint
Aye @116076 why y’all don’t deliver to Xavier University of Louisiana??? What’s beef??,general_question
@AskPapaJohns I sure can!,general_question
I get that it’s Halloween but this dude at the Canonsburg @116076 is flipping out. Literally screaming. He said he’s the general manager😳,general_question
@116076 ordered pizza for a 515 delivery.  Still waiting on it.  Having a halloween party.,delivery_issue
"Hey @81 you just gained a customer @115817 lost my package I paid for overnight first am delivery, they ""lost"" it hope you can do better",delivery_issue
"@UPSHelp Nope, I’ve got my package thanks",delivery_issue
Saved my fucking time by just checking my mailbox because sure enough I got the UPS letter saying my package was in oh my gOD,delivery_issue
"I legitimately spent an hour trying to deal with USPS cause I had 1 question and they just hung up on me or wasn’t any help, I could have",general_question
@AmazonHelp but I can’t find the options to cancel or re-order?,general_question
@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS,positive_feedback
@115821 my order hasn’t arrived (it was due 14th October). Can you help?,delivery_issue
@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,payment_issue
@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,payment_issue
@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.,payment_issue
@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.,account_problem
@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,refund_request
"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",account_problem
"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",payment_issue
@AmazonHelp where can I chat with a support member for a false charge,general_question
"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂",payment_issue
@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,account_problem
Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,general_question
"@AmazonHelp My package just got here. All good, thank you!",delivery_issue
"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",delivery_issue
@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,general_question
@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,payment_issue
@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,positive_feedback
@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,complaint
@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”,general_question
@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?,general_question
@AmazonHelp So to get this straight. I get nothing at all for preordering?,general_question
@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.,positive_feedback
"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.",complaint
@116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus,general_question
"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",general_question
@AmazonHelp Already have and the assistance I received was absolutely useless and rude.,complaint
Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,general_question
@AmazonHelp I have. No luck.,general_question
@115821 please spend time &amp; money to fix your app. Constant issues with it.,technical_support
@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,technical_support
My Kindle not working properly is breaking my heart! 😩💔,technical_support
@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,delivery_issue
@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.,general_question
@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,general_question
"This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe",general_question
"Why does my I️ not work ?! 
@115858 please fix this!!!",general_question
@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh,technical_support
Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z,technical_support
iOS 11 is killing my battery @115858. Fix it.,technical_support
"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",technical_support
"@AppleSupport Awesome, thanks",technical_support
"@AppleSupport Hello, I need some help regarding the region change on my Apple ID",technical_support
"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",technical_support
@AppleSupport why is my home sharing not working and how do i fix it,technical_support
"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x",technical_support
@AppleSupport @116102 Battery life just got worst.,complaint
@AppleSupport Sent twice. Don’t know if the first one went through but no reply either way.,technical_support
"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",technical_support
@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod,technical_support
@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,technical_support
@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,delivery_issue
@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,technical_support
@AppleSupport Worked 👌🏽,technical_support
@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,technical_support
why won’t my apps fuccin download or update @AppleSupport,technical_support
@Uber_Support I did. No response.,general_question
@115873 wtf is this.. every time I try to use the app it gives me this crap https://t.co/sp7kMe0ogA,complaint
@115877 your app and website still don’t work,technical_support
@Uber_Support Thanks! I appreciate it. Not sure what happened.,technical_support
@115873 hi just for a ride and it seemed to think I wanted to go to my original location. I canceled trip but want to see about being credited,general_question
"@Uber_Support I already dm y'all about 30 mins ago, check it out it is long and detailed.",general_question
@Uber_Support  https://t.co/Fc42zHkmDA,general_question
Bruh can someone at @115873 @Uber_Support get back to me on my Dms 😒😒😒😒,general_question
.@Uber_Support My driver broke down. Any tips on getting a refund?,refund_request
@Uber_Support i do not see we're the trid if is listed on the app.. i sent in a few message,technical_support
@115873 worst most unprofessional driver ever !! asked for extra fee when he showed up ! yelling at me cause uber don't pay for his 30k car??? https://t.co/i5qOULRSnc,complaint
@Tesco are complaints taken seriously? Do you take customer complaints seriously or just pay it lip service???,payment_issue
@116116 @Tesco  https://t.co/OOFePDl9eC,general_question
@116115 @Tesco 😂😂🙄,general_question
Ay @Tesco what’s your policy on bottles of lemonade? 6 bottle max is a bit of a joke am thirsty,general_question
"@Tesco Honestly, I don’t care that much. You should just know that all 6 sausages ended up in the bin",general_question
"@Tesco thought you’d like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash! https://t.co/xBRP0FxHks",complaint
@Tesco You've lost me as a customer,general_question
"@Tesco I am a regular customer and spend at least £50 a week with you, so pretty poor apology. Feel like shopping somewhere else",general_question
@Tesco id tell Paul to wash his mouth out with soap. cheers,positive_feedback
hi @Tesco an answerphone message from your delivery driver ended with him saying 'fuck you' (he obviously thought he'd put the phone down),delivery_issue
@Delta I'm On Flight DL4047 to CLE. There is a man in 3A who is moaning in pain and sweating. He's not well.,technical_support
Dear cute flight attendant @delta. I’m board...just sayin’,general_question
@Delta Yes. And isn’t diverted?!,general_question
@Delta hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks,positive_feedback
@Delta I sent you guys a DM about a story! Thanks in advance for any help you can provide. 🎃,positive_feedback
@Delta Bummer! I promised them some info and in my hurry to get to my next flight forgot to leave my business card 😩,general_question
"@Delta I was on flight 2222 LAX to ATL at 645am I'm trying to forward a message to one of the FAs, are you able to assist?",general_question
"@Delta I love the sky lounge access. Thank you. Imagine if they had a ""dark or more dim room"" to relax. That's next level!!",positive_feedback
@Delta but it now looks like a mistake in @116125 and isn’t DL‘s fault,general_question
@Delta Flights are what they are already. Just frustrated. I got this Amex but no real perks. Wondering when the perks actually happen.,complaint
@Delta Can I get the 35$ refunded for the seat cost I never got?,refund_request
@Delta just don’t know what I gotta do to not be treated like crap. Apparently spending thousands on your Amex isn’t cutting it.,complaint
@Delta booked a code share Korean Air flight on https://t.co/xFTVohudJC; where can I find my confirmation # or ticket # for the KE portion?,general_question
@Uber_Support pls check dm,general_question
@Uber_Support I have submitted complain against over charging but still not response from uber support!!!!,general_question
@SpotifyCares I tried it on web browser and it worked! 😊,general_question
"@SpotifyCares Desktop app still not working, but I got to see the cool thing (Easter egg) so I’m ecstatic! 😊😊",technical_support
@SpotifyCares 1.0.65.320.gac7a8e02,general_question
"@SpotifyCares using a MacBook Pro with OS X El Capitan and the latest Spotify update, and an iPhone 6S with the latest software/Spotify updates!",delivery_issue
Why are my devices not doing the cool thing when I play the #StrangerThings albums on @115888? 😭,general_question
"@SpotifyCares Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks",general_question
"@116130 why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist",general_question
"@British_Airways cancels #BA228  D. C. - LHR on 3 Nov, but refuses to give a free upgrade for inconvenience caused. Sad. #LuxuryTravel",general_question
"Find this terrifying. Hard to use self check out kiosks, grateful @British_Airways &amp; @116133 let me go human recently. https://t.co/q4QBp7fvk2",technical_support
"@British_Airways She's been trying to do that, that's the point! You should be contacting her as she can't get through to you via phone or email",general_question
@British_Airways Can you please contact __email__ and can give you further details please,general_question
@British_Airways call centre has the  worst customer serivce ever. keep you on hold for endless hours without an apology. Mum is not happy!,complaint
Obvious PSA: @116136 is evil. Thanks for tuning in!,positive_feedback
@comcastcares Neither SD or HD for NBC or ABC can be seen. An error message says 03059. Rebooting didn’t help.,technical_support
Is this a trick? No NBC WPTV or ABC WPBF in PSL @115900 this afternoon! Why these 2 channels?,general_question
@116136 like lucky i’m home but what the fuck,general_question
"love that @116136 sent people to bury the new cable line....on halloween.....in the middle of trick or treat times, with no notification",positive_feedback
"@ComcastCares
 I just opened an account with xfinity and needed the modem. Will it be shipped to my house or do I have to pick it up?",account_problem
"@comcastcares I've called 5 times, no resolution, bill for a house i don't live in still remains, and you all give me the run around to cancel my account",payment_issue
@115900 It's interesting how with every natural disaster you try to find a way to screw over those who are already the worst off,complaint
"@115900 My house was destroyed by Hurricane Irma, I've called you THREE times to place temporary hold, and you STILL send me a bill",payment_issue
@comcastcares PAY ATTENTION TO ME,payment_issue
@comcastcares what's going on man where's my internet,technical_support
@AmericanAir's wifi makes Amtrak's wifi look pro. At least theirs is free.  @5804 has decent wifi @ reasonable prices. Why not AA?,technical_support
"Wonderful club! @americanair (@ American Airlines Admirals Club in San Francisco, CA) https://t.co/GWFwuGVgNA",general_question
"@AmericanAir already did...changed browsers, did all my techie tricks and still can't make a reservation after 1 hour!!",general_question
@AmericanAir been on phone and hold for past 45 mins. looking bleak,general_question
@AmericanAir ........still....on....hold.....they made the booking. I am trying to pay.....so #frustrating.,payment_issue
@AmericanAir well now i am told the ticket cost is an additional $200/person to pay....because of the wait....omg,payment_issue
@AmericanAir i don't think it changes within minutes. This is a scam,general_question
@AmericanAir finally booked and they honored lower fare....that was still available on line,general_question
"@AmericanAir Me too, but it shouldn't be this hard. Nearly 2 hours.",general_question
Trying to book a flight on @AmericanAir and an error comes up: System having trouble. Anyone else having problem?,technical_support
@AmericanAir Well how much does that help me now?,general_question
@AmericanAir I was long gone from the airport by then,general_question
@AmericanAir No I was not able to,general_question
Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf,general_question
Big thx 2 @AmericanAir 4 guacamole and margs of thx while the @116147 lounge upgrades are underway #nomnom https://t.co/PCW4Vdxbyf,general_question
@115911    Who’s looking in your window at night https://t.co/gkUco6aO01,general_question
@115911  https://t.co/zc5zheYczx,general_question
"@116149 I mean...it does say to ""submit your costume pic"" in the original tweet... *ErikS",general_question
@115911 This is kinda lame...i created a whole acc just to get told to upload a photo of my costume. I didn't even dress up? https://t.co/B8UvzSlzhp,general_question
"Happy Halloween! Submit your costume pics with #Thankenstein + #Contest to win a spooky trip to London, plus other scary surprise goodies! https://t.co/9M7XGcE8fx",technical_support
Finally free of the @115911 chains here I come cricket,general_question
@TMobileHelp @115913 John why I am having so much trouble coming back,general_question
@TMobileHelp @115913 8 hours total  over 3 days and still working on coming back. Why @115913 ?,general_question
@116151 @TMobileHelp @115913 what is happening in this conversation,technical_support
@116152 @116151 @TMobileHelp @115913 I'm not even a T-Mobile customer. And people like this piss me off. Trolling losers.,general_question
@116152 @116151 @TMobileHelp @115913 This guy is a fool and a troll.,general_question
@TMobileHelp @115913 I am not going to a store!  I spend Sunday 6 hours trying to come back and tweeting. Today you are making me go back and front for 1 and 1/2 hours. No Worth it,general_question
@TMobileHelp @116151 @115913 Quit begging for this idiots business,complaint
@116151 @TMobileHelp @115913 Because you sound like an idiot. After reading your post you don't know your password the same password you had when you was a customer just a month ago. You sound like a troll. Your the one making this hard you idiot. Can't believe how stupid this generation has become,complaint
@TMobileHelp @115913 Thanks!,positive_feedback
@TMobileHelp @115913 I send DM over to you guys Cassy or Jason were helping me,general_question
@TMobileHelp @115913 @116154 So you @115913 know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back,account_problem
@TMobileHelp @115913 @116154 Don’t get why they are asking for my password,account_problem
@TMobileHelp @115913 John I try to come back to T-Mobile but they want me to go to the store. Maybe @116154 team can help because customer service want me to go to the stores maybe I just stay will my current service. Don’t seem like u guy want me back,general_question
@115913 @2896 I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to @116154 team? Because customer service told me I can’t go to my formal plan.,general_question
Wow!! Honored to be one of @2896’s #TheBraveOnes!!  https://t.co/ORNLBSYzDp,general_question
@115911 @TMobileHelp when is the 600mhz coming online in #seattle??,general_question
@115911 once again you are being slow 😑,technical_support
@116158 @115911 Creative! Like it!!,general_question
#Thankenstein + #Contest @115911 Keeping it creepy!!!! :D https://t.co/QPmzxwIxbv,general_question
Thank you @VirginTrains for the advice to make the connection. After a long long day it is appreciated #topwork,technical_support
"@SouthwestAir great airline. No fees to check bags, free drinks and snacks on board. And complimentary Halloween sweets! Great stuff guys👍🏽",positive_feedback
"@SouthwestAir Found it!! But doesn't seem to work, can you check if funds are available?",general_question
@SouthwestAir I have two vouchers but can't seem to track down my confirmation numbers. Anyway to look them up? Thanks!,positive_feedback
@SouthwestAir You’d be my first choice! If only money fell in the same category as sky’s the limit .,payment_issue
@SouthwestAir I’ve never been on an airplane. #bucketlist,general_question
@SouthwestAir I loved how your employees embraced the day &amp; made@travel fun!  Glad you like the pic. It's my thank you to you all so enjoy!,positive_feedback
Me time in the sky... @southwestair https://t.co/ccjl2JCAfK,general_question
"@SouthwestAir Bummer, might have to watch my back on Nov. 13 too for Sadie Hawkins day on the airline of LUV. #funnyholidays",general_question
Unlucky not to be flying on @SouthwestAir today and have to wait until Nov. 8th. Would have been nice to have had a free drink on flight.,general_question
"Hey @115940 your app has had a “loading error” for the two weeks, thought I’d let you know I’ve been paying for aggravation rather than tv",technical_support
"@hulu_support Yes, @hulu_support same message: error playing this video, iPhone 7",technical_support
"@hulu_support I'm getting an error when I try to play episodes. Can you help, please?",technical_support
@hulu_support when will the other 2 major networks stream live on Hulu live?,general_question
@Uber_Support done please check,general_question
kya khassi support hai yaar @Uber_Support. i am an uber rider not driver. they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number 👺👺,delivery_issue
@sprintcare Yes I do. You want me to dm you or just write it on the comments???,general_question
@115714 @177 I haven’t received no type of new besides my Oder is pending for day.,general_question
@177 Have you Pre-Ordered yours yet? 👀,general_question
"On behalf of all college students, thank you 💕@ChipotleTweets https://t.co/bcXVahRWQK",positive_feedback
"@115714 customer service 👎! 4 different people said they have no idea how to help, the two people who actually have tried did it wrong 😡",general_question
@sprintcare I called customer care when I tweeted this and they said double charge would be credited. Still no credit.,general_question
@115714 chk ur latest bill. I paid for note 8 shipping w/debit when ordered. Latest bill shows ship charge. This happened to other friends.,delivery_issue
"@sprintcare You’re a bunch of crooks, you don’t care about happy customers, y’all just want money, save me the BS",technical_support
@115714 is honestly trash,general_question
.@115955 one of your sales reps called me an asshole on the phone! Unbelievable.,complaint
"@Uber_Support  After contacting you concerning deactivation of my account, it was reactivated but after 48 hrs, ,it has been been deactivated. Please help",account_problem
"@Ask_Spectrum Very disappointing,  to say the least, and unacceptable in my own home.  I'm still shocked.",complaint
"@Ask_Spectrum No,  it's done now. Just remember to practice kindness with customers please. I don't understand why everyone has been so rude thus far.",general_question
I've never had a rude cable guy before until forced to switch to @115955 😒 the people on the phone were rude and now this dude?,general_question
"When u wait 10 mins in cold for @115879 &amp; driver goes to the wrong address, cancels &amp; ur next request goes up $15 bc if rush hr, u get @116178",delivery_issue
"Why does @115879 sucker you in with s promise that a driver is 1 minute away, then it becomes 6? Is this a Systems problem or fraud?",complaint
@ChipotleTweets We will be back Friday for lunch 👍,general_question
"The Wild Thing heard there was a $3 special at @ChipotleTweets 4 👻 Halloween &amp; couldn’t pass it up 

He hopes Chipotle will sponsor his team https://t.co/RkpOQwsVU0",general_question
@ChipotleTweets I know you guys are busy but don’t undercook brown rice 🙃🙃🙃,general_question
"@ChipotleTweets Chx burrito bowl all the works, bring on the GUAC!!!🤗💖",general_question
