text,intent
just sent a dm,general_question
mine and my brothers data is barely working we have full signal but nothing is loading amp when it does load its very slow help,technical_support
dont worry about it im just going to see what other companies offer,general_question
yall lie,complaint
i want to go see to and leave they are liars,general_question
complete ineptness,general_question
i am not surprised because nothing works when it comes to sprint,general_question
and the issue is still not fixed no one can help all the info i get is wrong i have been a customer for 12 yrs,technical_support
what are the under seat dimensions,general_question
would this be classified as a personal item your website does not have dimensions for personal items,general_question
after today i dont want to fly with looks like im going back to,general_question
extremely disappointed in your service at sfo gate agents are terribly and not helpful at all,complaint
didnt use any bad language,complaint
you dont fly with us enough for us to care or offer you something so fingers crossed its too big of a hassle for you to change to another frequent flyer program and you stay with us always,general_question
milespoints but useless if the airline isnt actually helpful and on time,complaint
wait yall actually stick to one airline i just go with whatever airline has the most convenient flight times and whatnot,complaint
i literally always fly delta for work by choice the one time i fly for personal travel i end up with this mediocrity,general_question
always used delta for years for business flew southwest last week for the first time was great and free checked bags but idk still team delta but getting weak,positive_feedback
figure it out,general_question
on the way to wisconsin i sat on the runway for an hour and a half and was delayed in the air for 45 mins before landing now my return flight is delayed 2 hours without explanation only alternate flights are tomorrow smh,general_question
thanks im on an international flight so ive got time,positive_feedback
thinking about it thats just 1 way right,general_question
ok let me think about it how long do i have to decide,general_question
ok thanks,positive_feedback
for my trip to cdg in dec what would it cost in miles to waitlist for delta 1 im burned out on these long flights,general_question
thx for reply understand the concern for safety otherwise great flight appreciate getting us home safe during very busy holiday weekend,technical_support
why would pilot land 55 mins early no gate avail dl 088 on ground lax we are stuck in seats plz let us use the lav,technical_support
my pleasure,general_question
thanks a lot great start of great event,positive_feedback
day 2 of contains a great ideas from participants to discuss,positive_feedback
just did,general_question
i checked in for my flight thats tomorrow and i was moved seats i was originally on the aisle im hoping you can help,general_question
i was disappointed yesterday in flight 2468 when wifi was offered but it did not work i couldnt get work i planned on doing done,complaint
thank you,positive_feedback
oh you were very unhelpful never had this problem in all my traveling,technical_support
i did cancel within 24 hours your computer system messed up,general_question
hey delta how can i get help with this calling in isnt helping,general_question
spent money on a ticket online system says i could get a full refund i did not your costumer service rep wanted me to beg another department for credit and refused to help me,refund_request
my pleasure,general_question
changing planes at msp and treated to a glorious sunset this is why i travel,general_question
that looks really good,general_question
free transcon economy meal sesame chicken noodle salad version not bad at all for free only complaint is dressing is a bit heavy handed otherwise just the ticket,complaint
the flight attendant and pilot on flight 4985 were nothing short of amazing super kind helpful and funny wish they were my crew every time i fly,positive_feedback
im sure delivering my bag would be a lot less than the 10k ive spend with your airline each year for the past 10 years just a guess though,general_question
i went to the service center amp spoke to a sup wouldnt refund my 75 or deliver bags she couldnt show me in writing nor was i told i was voluntarily separating from my bag said it would cost delta to deliver my bag apparently 60 flights a year means nothing,refund_request
hey how are you going to charge me to move to an earlier flight not move my luggage to my flight and then tell me you cant deliver my luggage bc i voluntarily separated from it i didnt voluntarily leave my bag,complaint
hi i heard back over the phone after our correspondence earlier i am happy with the accommodation amp understand you cannot do both thank you and i appreciate your getting back to me,complaint
hi thanks so much for your timely amp sincere reply this is part of the reason i remain a loyal member your generous offer of 5k skymiles for both my wife amp i is accepted amp appreciated please reply or direct message me if you need contact details,technical_support
thx for the support hopefully will do the right thing for jennifer amp i in this frustrating episode amp address dtw cust service issues,technical_support
was great to me in mbs but not great in dtw i hope they make this right for amp fix the attitudes w their dtw staff dtw gate agent was rude to me as well yesterday,positive_feedback
despite your troubles getting here welcome to mn,general_question
dear its been a pretty good run lately and i appreciate you for that but the service ive received the last two days not acceptable,delivery_issue
how about getting flight 1704 off the ground,general_question
this is nuts sitting at gate waiting for catering hope that means youre feeding the whole plane of frustrated passengers travel vouchers 4 hours delayed and still we wait not fun indeed,complaint
dl1704 deplaned at dtw now were sitting at the gate without any updates please let us know whats next,technical_support
great i also have a question regarding baggage allowance could i leave a dm,positive_feedback
yes gex8ld,general_question
hi trying to cancel award booking that i booked in less than 24 hours online and it says that i have to pay to cancel could you help me with cancellation,payment_issue
thank you,positive_feedback
came back on this morning,general_question
still no internet going on 15 hours i already talk to someone this afternoon and they are aware,complaint
i wont amp that makes me sad,general_question
i already stated i would not go to site requested you wont dm so just going to call i miss the ease of solving problems with,technical_support
my download speeds constantly screech to a halt while up works just fine im getting very tired of this,general_question
i did thankfully and this evening about 930pm i talked to the checkout girl about the kettle i was buying too,general_question
ok will do thank you,positive_feedback
no ive just bought 2 sets of christmas earrings from your basildon branch amp i think i left them at the till what can i do,general_question
hey becky lets say one doesnt have a costume could one still get that deal asking for a very hungry friend,general_question
3 bowls and isnt charging for double meat day is made,general_question
what would you do for 3,general_question
chipotle is honestly a blessing,general_question
get your food for 3 if you come in a costume,general_question
thoroughly disappointed in queso 110 cant even power through it and finishjust bad but thanks for the boorito,complaint
its too late i have ascended into darkness,delivery_issue
boo at who forgot to include my delicious vinaigrette dressing in my bag before i left,general_question
dressed up as the chicken im about to get in my bowl,general_question
i got my boorito from and im so happy,technical_support
just went to and my bowl was only three bucks happy halloween,technical_support
chicken rice corn cheese and guacamole,general_question
got my 3 from,technical_support
thanks,positive_feedback
this 3 steak bowl from just made my night,general_question
i am on line to order i am hoping its been fixed i let you guys know my friends were told only burritos,positive_feedback
i just ordered by bowl and they tried to tell me it was only the burrito that was 3 i had to show them this feed i will tell my friends,general_question
the chipotle on 193 w 237th st bronx ny 10463 is only offering 3 burritos when the website includes bowls and tacos,general_question
3 burritos at today if youre in costume rt to save a life,general_question
hey its time,general_question
that chipotle never fills there vinaigrette cups all the way up to the top,general_question
woohoo,general_question
does boorito apply to bowls for us gfers,technical_support
when offers 3 burritos if you dress up but you dont have a costume,general_question
she had a temporary abortion scare but she is back to being pregnant dont worry,general_question
my grandma dressed up as oldest pregnant lady to get her 3 but couldnt get out of the house,general_question
just got my 3 bowl at,general_question
come through to chipotle and get your 3 bowl today,general_question
im using automatic camera upload the issue seems to occur after taking even just 1 picture im not using offline files on my phone i have seen similar issues mentioned in the google play store review comments,technical_support
samsung galaxy s6 android nougat 70 samsung security update see screenshot for firmware version dropbox 7222,technical_support
there seems to be an issue with the latest android version battery drains 10 to 20 of battery is being consumed by the dropbox app a fix would be nice,delivery_issue
im not offended im disappointed burnsville store,complaint
come on wheres the diversity,general_question
do you offer paying for the iphone x in full as opposed to the monthly payment plan,payment_issue
ive sent a dm to ask regarding a charge in my bank acc could you pls get back to me to advice,payment_issue
ive been on hold w the claims dept for over an hour waiting for someone to answer why,general_question
hello why you dont process my request to change my name i sent copy of passport about a week ago but you still remain silent,payment_issue
hello bought airtime of ljv0y5sfrq confirmed ksh3 29800 instead of 3000ksh kindly help reverse,payment_issue
i just love the start of email,payment_issue
ok ya los estoy siguiendo quedo atento a su respuesta,general_question
hola realice 2 compras fifa 18 y cod wwii en digital pero lo he recibido el cdigo de descuento me ayudan id roriak,general_question
u positive,general_question
when i pre ordered ww2 i was supposed to be able to pre download it but it just gave me a timer to release day help,general_question
hey why cant i find steven universe save the light isnt supposed to be out already,general_question
it fixed itself 30 minutes prior to this tweet thanks for the 8 hour late response anywho,delivery_issue
status page says the opposite of what my console says,general_question
hey are the servers currently down,general_question
i join ps plus with the fifa 18 points but i didnt get the points,general_question
i have lost my sony offical wireless stereo headset 20 adapter is there anyway i could get a new adapter sent to me,general_question
trying to but nba 2k18 with paypal but it keeps not letting me purchase what do i do,payment_issue
my account gotten took can yall get it the gamer tag is talibankelo508,payment_issue
i have an issue with marvel vs capcom dlc i would like a refund how do i go about it,refund_request
my ps4 software is stuck on 500 but i can still play online ive been trying to update it to 501 but everytime it says the file is corrupted ive tried deleting and retrying safe mode restarting my ps4 and still i get file is corrupted,technical_support
me pueden seguir para una consulta por privado,general_question
from tech rep hp wont regionalize my current working printer wants me to buy a new one what bad business lost this military customer,complaint
apologies let me know if you are not contacted within the next day,general_question
congrats on worst customer support ever over 24 hours since 1st contact and still no solution to simple problem the worst,complaint
2 and yet it will log me in regardless via ios and website what kind of lax security are you running,technical_support
furthermore you tweeted this back in 2014 so dont lie to us,complaint
in fact its well shared on several forums,general_question
just tested its not was alerted to this fact by a coworker even had an article about this,general_question
well ive already called customer service three times and they still havent resolved my issue but i supposed ill send a dm and see if there is anything you can do,technical_support
it is painfully evident why retail places like are losing out to the customer service experience is night and day,complaint
you do a great job empowering your employeesmanagers to do the right thing for customers oh wait you dont never coming back,positive_feedback
ive checked the stores near my zip 60431 i have friends in the the following states mi oh ky ia ga fl still couldnt find anything i really want to find this bedding for my nursery,general_question
im trying to find dpci 030 02 8711 no stores locally have it can you help me find it at any store in the us called target csr and no help,general_question
i add it on the computer and save it i go on the ebay app and upload a picture that way was just curious why it went away,technical_support
it was a feature when you were selling an item from your computer you clicked send to phone that feature is gone,general_question
why did you get rid of the feature to add a picture to your phone from the computer that is extremely annoying,complaint
no its for the promises made and now are taking back,general_question
unacceptable telling people they are in the affected area right after i had no power for 5 days amp now saying im not,complaint
the most relevant setting on watch list is a waste of time and as a default setting adds a step stop it,general_question
i still need weekly sales report for 101 107 i call every day about this i will continue to tweet and call until its fixed dmd you,positive_feedback
i need my weekly sales report from 101 107 will continue to call the until this issue is fixed though i doubt this helps,technical_support
is super slow and extra glitchy today making my listing process fun and productive thanks fix the site please,technical_support
its a multi pack so i dont have the barcode im afraid it was whitechapel in london,general_question
what happened to the rest of the chocolate on my corn cakes,delivery_issue
one more question how do i enable smart sync,technical_support
ah yes i had a work email on my biz acct which was linked to my personal acct i unlinked them tried the link again and it worked thx,general_question
hi when i follow the link dropbox asks me to log in with my biz account i want to apply it to my personal account,technical_support
having trouble redeeming dropbox plus annual subscription i bought from dell help,general_question
i went into my branch and was told it was not possible to set up monthly electronic payment into a business account at bofa used keybank,payment_issue
just wanted to pay my shop rent to new landlord amazing had to use my key bank account to set up payments to the bank of america account,payment_issue
bank of america strikes out again they cannot set up a reoccurring electronic deposit from my account to a business account at their bank,payment_issue
name muyiwa dele olatunde zip 30093 phone 7703743799 account type checking amp savings,account_problem
another promise am waiting,general_question
thanks for the call pls let me know if you need any information from me to help fast track ur research,positive_feedback
gud 2 know dat social media could help amp succeed where over 4mnths of patience several hrs of weekly calls amp branch visitation fails,general_question
big thks 2 d social media team 4 ur prompt intervention amp resolution i however await d feedback on d pending issue though thks once again,technical_support
is this how u treat immigrants who trusted u with their funds i see dis as u been racially abusing imigrants,general_question
i see you,general_question
its 90days by ur calculatn amp over 4mnths by mineure unjustifiably amp fraudulently holding my money thereby holding me2ransom,payment_issue
read the previous tweets in this chain,general_question
what do you need help with,general_question
can you actually help or not,general_question
there is literally no way to force this to download the remaining 62 you have basically bricked my console,general_question
particularly as its impossible to restart a game that isnt finished but has enough downloaded to load up,general_question
since the latest update everytime i turn the console on i have to manually restart all downloads when will you fix this,delivery_issue
i need to get in contact with someone who works for xbox as need help,general_question
console exclusive and xbox play anywhere,general_question
you wont want to miss this trust me,general_question
hi im on the xbox one s and i can t find a button on the side of the consol,general_question
no problem so its the number 4 am i correct,technical_support
where is the bind button on the xbox one s console,general_question
my mum doesnt have twitter and you dont seem to have a number anywhere to phone,general_question
funny how i cant cancel my little brothers account or contact you about it hmm,account_problem
and thats for the uk can i get it on the xbox store via my xbox,general_question
thankyou i found a link for the uk the player preview jargon is still very confusing thought i had to be signed up to order the game,general_question
i want to get on the 12 december how do i get access through game preview what is this do i download an app,technical_support
hi having trouble buying fifa points on xbox one can you help,general_question
ok ill do it when it next does it,general_question
hi guys have a weird issue where the xbox is causing issues with my tv transitioning from apps can sometimes make the screen show a distorted image and i have to power cycle to get it back to normal,technical_support
i already have service request service request creditcard could you please just follow this request thanks,positive_feedback
ill send you dm,general_question
basically followed this doc it used to work fine before,general_question
i just registered for alaska airlines bay to breakers,general_question
two flights in 2 days both delayed due to maintenance issues what is going on disappointed in this experience for sure,complaint
once again you set the bar for what an airline should be,general_question
5 s for jimmy friendliest attendant ever comfortable,complaint
hats off to great service and such a friendly crew thank you slcsan diego for the hour of free wifi,technical_support
fuming right now with argos was meant to have a delivery tonight between 7pm 10pm and didnt even show up,delivery_issue
please help my order was supposed to come today and its not arrived web chat are no help at all,delivery_issue
great service from today ordered a tv and paid less than 4 for same day delivery arrived exactly when requested love it,delivery_issue
treat,general_question
treat,general_question
treat,general_question
treat,general_question
treat here,general_question
treet,general_question
treat plox,general_question
thanks daddy,positive_feedback
treat me daddy,general_question
id still rather have a screen though rather not cause neck problems looking down all flight at a tablet,technical_support
really 7hour international flight and no seat back entertainment screens cmon,technical_support
just have to say the flight attenants on flight 1361 from bdl to ord were awesome gate agents at bdl also they need a shout out for awesome customer service treated this nonrev very well,positive_feedback
en todos los aos que tengo volando con nunca haba tenido una experiencia como la de ayer 24 vuelo 914 caracas miami la peor tripulacin desagradable descorts y con poca vocacin de servicio,general_question
now 10 50,general_question
make that 11 15 how could it change 3 times in 10 minutes,general_question
yes i see that your app says the incoming flight arrives at 10 05 so how are we going to take off at 10 10,delivery_issue
whats going on with flight 301 dtw gt dfw delayed over 3 hours will it be canceled,general_question
1st and foremost your crew has been lying to us for over an hour then after being deceived by your crew for over an hour we are being lied to again as they advised us the new plane we are transferring to is departing at 7 45pm however they have not begun boarding yet,complaint
not only has my family and several other families been inconvenienced by today this is now 16 flights in one year with only 5 on time departures,complaint
but thats really not the issue the issue is habitually inconveniences its customer base and displays a demeanor that its a normal practice in the airlines industry with no above and beyond accommodations offered to its inconvenienced and unsatisfied customers,technical_support
i have flown 15 times in the past 12 months and only departed on schedule 4 times,general_question
after 1 hour of being lied to by the pilot we are now being totally inconvenienced by having to un board this plane and board another plane meanwhile i should be landing in miami in 50 minutes completely irresponsible and utmost negligent on pilots behalf,complaint
stuck on flight 609 in charlotte over 55 minutes due to a computer card tech issue while pilot repeatedly advised it would only take a few minutes to fix why wasnt this issue reported by previous pilot that arrived minutes b4 we boarded in effort to save time,delivery_issue
i was forced to check my small suitcase never happened before there was plenty of storage space too fml,technical_support
give me and the 50 000 other people our bags,general_question
so i assume nothing is coming from tho incident it has been several days since we made a complaint at the desk in person after the flight and this tweet pretty much you blew off any concernnto a act of battery on the plane against a child this is ridiculous,complaint
shame on you and your company,complaint
i just got off one of your flights aa1792 from portland the gentlemen in front of my 3 year old son decided to rip at his feet for pressing them against his seat when i confronted the coward verbally your stewardesses did absolutely nothing,general_question
the audacity of 1416 landing early tonight i might have to negotiate a shared ride cause theres no taxis,general_question
i had to end my trip way sooner than expected bought a new flight because it was way cheaper than changing my return what do i need to do to cancel my return so someone can have that seat,general_question
thank you for being responsive and helpful and more than making up for a bad flight,complaint
if i have the platinum select aadvantage card and i purchased an intl ticket through your site but it ended up being on british air will i still retain the same benefits of my aadvantage card on this flight ie early boarding,general_question
my post has nothing to do with a gate change merely a lack of oversight and organisation on the part of and its employees perhaps you should read and comprehend your customers posts before responding,general_question
lets see if your social media team will respond here as they obviously overlook negative feedback on facebook,general_question
exactly as seen on our flight,general_question
thanks for awesome flight home,positive_feedback
omg seriously all,general_question
the,general_question
feels,general_question
see what they did there aw,general_question
stating off right standby early on and a super80 missed you buddy,general_question
hey rocky here on flight aa2254 we were supposed to depart at 6 07pm but it is now 6 54pm and the crew just informed us that our captain is missing oh and not to mention we also had a maintenance issue hope to make it to nyc safe and sound,complaint
my wide was told to move her small handbag from the floor of the bulkhead row while this 40lb dog sprawled in the aisle,general_question
wife not wide,general_question
no markings no paperwork in the bulkhead no policies,general_question
youre missing my point numerous people tripped over the dog not to mention anyone who might have been allergic when did you change your policy to allow any size dog into cabins for anyno reason,general_question
i love dogs but they dont belong in it was bad enough when anyone could say they had a i cant keep my small bag in the row but the woman next to me can have her 40lb dog,complaint
so upset with ubereats no one will get back to me,general_question
thank you i will,positive_feedback
unfortunately it said that my account was temporarily locked out of the system still,account_problem
no i have not but i will try that now,general_question
the blue cash everyday card,general_question
im trying to make changes on my account but it keeps telling me ive been temporary locked out i already called to confirm my card,account_problem
ive submitted 6 menu updates for east hanover diner nothing has been updated we need help,technical_support
hey how the stinker does this route make any sense dasher literally just drove right by my house,general_question
just noticed i paid 495 delivery on amazon simply because i did not select the free delivery option after i spent enough to qualify what a rip off why is it not free automatically when qualifying,delivery_issue
please take actions against this kind of unethical practices of not providing the services even after paying for the service,payment_issue
please dont dupe yr customers either refund my money or provide the services for which i have already paid,refund_request
i appreciate it sorry for being snappy frustrated that this is the 7th outage this month appreciate your assistance,complaint
can i dm you,general_question
i wasnt asking to test the connection i was reporting the outage but you kept asking me to test my connection looks like someone else was able to successfully report the outage,technical_support
test what exactly my cable modem can not establish a connection to comcast keeps flashing upload light indicating that its trying to connect but cant,technical_support
zero service internet is down restarted and unplugged my modem no connection,technical_support
internet down again 7th time this month i believe 95608,complaint
actually wasnt expecting the mb until next week thank you,positive_feedback
i want to order this item but am getting errors in checkout process,technical_support
i got this mouse and my scroll broke in less than 2hrs of usage cc,general_question
just got off the phone with a rep and we couldnt get a package shipped to my closest location nj for pick up,delivery_issue
the newegg mobile app isnt compatible with my iphone anymore see this is how this shit starts,complaint
a321 frances arrives at newark,delivery_issue
i appreciate it,technical_support
oh its ok no problems i just had a fun time at that holiday spectacular yall do here in philly,technical_support
insisted on going to the center and taking in the show with audio description for a second time it was as much fun today as it was yesterday and i still got teary eyed even knowing what was coming,general_question
guys its been a week continuously when your app says outage reported and my internet connection keeps breaking up saying outage reported is not enough for a week,technical_support
ah you only care about throttling my internet speed i am paying for when is involved interesting,technical_support
i am supposed to get 75 mbps download speed from but i am only getting 31 mbps according to thought you might want to know that they are throttling me again,general_question
thats a lie u must think were stupid how does licensing malibu mislabeled a program thats incompetence,complaint
what thats ridiculous it makes no sense that someone else is at fault for your programming error u had wrong game labeled twice how is that someone else fault,complaint
damn how fucked up is the game is over but i went by theyre espn setting this game cant be just coming on live how i hate them,complaint
im having trouble viewing my channels on my tv,general_question
leaving something in my building is not delivering that thing to me honestly its just stupid,complaint
you have an epic fail regarding a delivery its unacceptable and poor service no delivery attempt by driver lying by the driver then misinformed by phone agent and still no delivery and it will be 3days late,complaint
yall got 47 minutes,general_question
how funny when uber ask you to add even 10 incase of low balance and then deduct 50 for their driver cancelling the ride,delivery_issue
are you going to email me or not,general_question
my driver crashed and i hit my head happy halloween,delivery_issue
have completed form and emailed you,general_question
there was only one costing a lot more than 20 and fba stating eligibility,general_question
why do you say that an article is eligible for free delivery then offer nothing but standard option at 475,delivery_issue
all of them,general_question
i reset my password 3 times and it still says incorrect you gotta be shitting me,complaint
i cant log in because its locked,account_problem
um my account was locked as soon as i tried to login on desktop i still havent received an email on how to get it unlocked,account_problem
kann ich dann wenigstens mein amazon konto aufladen um zu bezahlen ich habe keine kreditkarte und mchte auch keine,general_question
warum ist es mir und scheinbar auch ein paar anderen nicht mglich per bankeinzug zu bezahlen,payment_issue
na ultima atualizao da entrega do meu pedido consta que no foi possvel localizar o meu endereo poderia ajudar,general_question
thanks for ruining still no sign of the costume i ordered in sept guess rosie will just have to sit this one out,positive_feedback
infrmese no voy a perder ms mi tiempo,general_question
many times but still failing and it happen with some show,technical_support
sadly yes,general_question
mac book pro with chrome,general_question
i need to change the language of my account to be able to get support which i dont have the time to do theres any other way to contact,account_problem
why your videos on germany breaks too,general_question
you pay for prime expecting next day delivery then receive 2 emails half hr apart failed delivery but your sitting at home,delivery_issue
listen im having issues with my phone so like can you me so we can talk,technical_support
111 when did that come out lol i talked to you guys last night and you asked if i was updated to 1103 which i am lol,technical_support
not only does my phone keep freezing but when i screenshot things it turns out white really not liking this iphone 8 plus,technical_support
im no expert in battery life but 40 doesnt go to 7 in 5minutes,technical_support
that fixed it thanks,technical_support
this is my top bar every time i open messages on my se after updating to ios 111,technical_support
ios 111 keyboard lag,technical_support
still happening including on ios 112 beta now any ideas,technical_support
ive also forced the app to close from the background and reopened no dice,technical_support
today a package that wasnt even scheduled for today was randomly rescheduled and dropped at my door i live in an apt building the package is nowhere to be found im so sad and disappointed what do i do,complaint
i went online earlier this week and signed for a package that was to be delivered today the driver did not leave the package and rescheduled the delivery i need direction on how to get my package today,complaint
me erday waiting for ups,general_question
thrilled i stayed home all day on a saturday after receiving 3 emails reassuring me my packages are out on truck for delivery sigh 7pmnothing,delivery_issue
dear thanks for just leaving my package on the porch in the rain and you didnt even ring the doorbell so there it just sat,delivery_issue
why did you make me pay to change my delivery date then disregard the changed date and delivered it anyays,delivery_issue
i dmed you guys,general_question
im having trouble with my choice account please help,account_problem
thank you,positive_feedback
what time do you guys stop delivering packages,delivery_issue
thanks,positive_feedback
dm sent,general_question
hello whats going on,general_question
wtf trying to book amp it just says oops trying to get help amp nothing is working help i need to book urgently,complaint
why charge higher than the rate range when i order ordered uberblack in geneva for a 5 min ride range was ch19 24 charged ch3238,payment_issue
hey im currently in a car with the worlds dumbest driver yall need to start checking these fools,delivery_issue
one of your drivers just started my ride without picking me up,delivery_issue
help my vehicle registration expires today i paid my license dept last week but have not received it in the mail to upload,payment_issue
ordered a car took longer than the suggested 6 mins then you wanted to charge me a 5 cancellation fee youre having a bubble bath,general_question
wtf just happened how do i complain abott a driver who canceled on me due to discriminatory and racist judgements,complaint
i had a horrifying experience with the driver suresh 9958520468 he refused to pickup and threaten me cancel the booking or else,delivery_issue
hello i meant as a user not as an associate,general_question
i live in mexico city have not received facturas in the last 2 months and need then asap for tax report please help,general_question
make that on hold for 20 mins really first class service erm not,general_question
i couldnt even eat the chorizo because it was too tough very dissatisfied,general_question
our pilot and copilot on tonight love it,positive_feedback
nice to know that you bend over your paying customers and dont offer any help with important changes absolute joke,payment_issue
good for u r u eliminating slc to lhr nonstops,general_question
yes thats correct under the question about a specific reservation option,general_question
your website comment form makes return trip a required field set thats a problem for asking questions about 1 way flights,technical_support
okay i did it thanks,positive_feedback
what should i do in this cases thanks in advance 2,positive_feedback
hi ive got an issue where my account is like hijacked with an appdevice that i dont even know called spotiamb 0211,technical_support
and this is why ill love spotify forever and why you are my favorite music platform thank you,positive_feedback
i dunno what system you use that decides which part of the song it gonna play i love spotify but maybe a custom clip option,positive_feedback
are you feeling something good well so am i but i hate my voice so oh well check it,complaint
cool thanks,positive_feedback
except it is causing issues for lots of players,technical_support
ok thanks for looking into it,positive_feedback
1 lt 1 ms lt 1 ms lt 1 ms 19216811 2 5 ms 1 ms 1 ms 108532221 3 10 ms 7 ms 7 ms 1004112886 4 request timed out 5 5 ms 6 ms 6 ms,general_question
yea i have it appears to be routing to washington and then to france,technical_support
was it you or blizzard who broke the servers,general_question
i have not,general_question
heyo i cant log into the battlenet app nor overwatch im from northern nj and a fios user it seems to be a running theme atm so if there is any other info you need let me know,technical_support
might want to check out for more reports of this,general_question
dm sent,general_question
same reports on from other fios users around the north east is this something verizon is investigating or could join in on been over 4 hours of outage for some,technical_support
myself and friends who cant connect all seem to be verizon fios so this could be an isp thing,technical_support
logged into wow got dropped after a few minutes after a reboot i cant even reconnect in launcher similar results among friends in this area northeast us,general_question
i did,general_question
yes,general_question
yes i unplugged and plugged everything back in too,general_question
thats not good were you able to change channels and then back jay,general_question
enjoying the end of the with this top notch service,general_question
nope a few states away actually the airbnb were in doesnt have espnews so we signed in with our verizon account to go to espn3 and watch doesnt allow us which i dont get since i know we have espnews back home,account_problem
it is so irritating that wont let me stream this game on espnews on even though i have espnews back home makes no sense,general_question
if only i could be watching this offensive first half sounds great,positive_feedback
17 unanswered points makes it a little better but ugh,general_question
finally got a radio broadcast of it but im still mad,general_question
i cant watch the temple game because this tv in vermont doesnt have espn news and our verizon account doesnt have it either and i am not happy about this at all this is absolute crap,complaint
1372218374 14 70 ms 70 ms 70 ms 1372216568 15 69 ms 69 ms 69 ms 1372216867 16 70 ms 71 ms 71 ms 2410530129,general_question
1372217233 10 request timed out 11 request timed out 12 70 ms 69 ms 69 ms 1372216567 13 69 ms 76 ms 69 ms,general_question
140222237225 6 3 ms 3 ms 4687421 7 request timed out 8 11 ms 11 ms 11 ms 41670182 9 10 ms 10 ms 10 ms,general_question
i just tried from a wired connection download speed at 153 mpbs upload speed hovered at 05 mbps before ultimately asking me to try again later i tried again and download speed hovered at 5 mbps and eventually failed,delivery_issue
hi jay i was using the my fios app,technical_support
when your gigabit internet is so slow that the verizon speed test fails repeatedly,technical_support
all tvs its a local channel so its part of my basic service,general_question
yes,general_question
done no changes,general_question
yes guide for 466 the programs are airing on 506 506 guide doesnt correspond to anything,general_question
its been like this for weeks can you confirm,general_question
no its not selectable on guide or directly entering it goes to 455 instead,general_question
yes,general_question
no message cant tune to it at all,general_question
correct,general_question
channel 506 is wbin tv it was 466 which data is right,general_question
can you fix the guide data for channel 506 wbin tv the correct info is listed on channel 466 still which is no longer available,general_question
ty,general_question
heyy so i am having trouble connecting from central jersey on fios saw that others are having issues as well,technical_support
the staff in the counter issued the boarding pass for me and my wife but they didnt board us on the plane,technical_support
i hope you can help me becuse the way i am treated its totally unacceptable,complaint
we have but not satisfactorily can you dm me please,general_question
can you tell me who can,general_question
ive spoken to 5 so farall telling me different thingsnobody seems 2 be able 2 sort thisa holiday isnt meant 2 cause this much stress,general_question
booked us into when its closed wish id used,complaint
can you please provide me with your complaints procedure,general_question
thank you for your personal call amp help today i now have my receipt amp confirmed tickets,positive_feedback
british air keeps losing the civ to charge my flights been going on since early october poor customer service,general_question
00447900248601 anytime today,general_question
i have had enough of this terrible customer service k airw do not reply to my requests for update i paid b airways you delayed the flight,complaint
can you send me prooft that the bag was transferred to kuwait airways at hesthrow,general_question
please advise how yo get compensation for lost bag ihave spent far too long chasing this never had this problem with other airlines,technical_support
help can someone actually help have tried inputting info onto missing baggage on ie chrome and apple 8 days waiting for bag a mess,technical_support
kevin drayne email 00447900248601 onthis business trip i had to buy addl clothes please advise on this,general_question
have filed report with kuwait airlines their file ref kwiku14346 hope this helps,general_question
your rep at hrow assured me it would be on kuwait airlines it was not went to their baggage reclaim they are waiting for you to send it,general_question
kuwait airlines leaving heathrow on monday afternoon,general_question
no when i was in hrow they took the old tickets off me which had the ref no was told it would be on kuwait airlines monday anoon flight,general_question
where is my missing bag on br airways flight to bfast hrow kuwait delayed flightput on k airlines mon anoon veryupset,general_question
hi i flew ba198 from mumbai to london today and my cabin crew called victor amp sarah were the best cabin crew ever,payment_issue
thats fine but when a budget airline such as klm can provide complimentary food for a fraction of the price it is laughable,general_question
cant believe dont provide free food on flights costs 300 but are happy to do so at 45 rip off britain,complaint
when are you going to correct the inbalance for sellers they need to be able to mark buyers as time wasters and liars,payment_issue
i am setting up my tv box and it has been frozen on select your languages for about 15 minuets,general_question
just did,general_question
i have all premium channels but when i go to view on demand it says i need to subscribe but im subscribed,general_question
on 113 frankly you guys could do better,general_question
fails to deliver quality service have dealt w them all day amp still no resolution,complaint
if you just want to tell me if theres internet outages in salisbury mass thatd be great,technical_support
hey my password is saved on my laptop my internet isnt working and i cant check outages without signing in weird way to do it,technical_support
dont sports have entire channels dedicated to them why is being preempted for baseball right now,general_question
my upload speeds are trash explain,general_question
xfinity decided to reset my internet again d had to restart stream live again,technical_support
trying to call to set up new service asks for phone and zip code says its transferring me then it hangs up twice now,general_question
i guess i pay 200 a month for 12 hours of this right thats what im paying for,payment_issue
its fine the people on line handled fantastic i would just hope that all are empowered to make decisions to help the customer,general_question
when i email i get the best customer service why the people on the phone arent enabled to do the same just baffles me,positive_feedback
anyone who needs to book a flight for our wedding do it now round trip only 85 with,general_question
charging me 50 dollars to bring in a gift bag today was uncalled for i can fly with anyone im done just throwing money away,payment_issue
here is a customer service tip this 50 just cost you thousand of dollars moving forward i hope your ceo learns from this,general_question
thats ok i will fly with from now on at least i know i will be on time and they will let me bring what i want bye aa,general_question
today is the day that lost my business for the rest of my life as well as everyone in my family,general_question
yall fucked up and acting like you cant fix it without the primary member otp but she cant use her phone because of yall fuck up,general_question
hey now use your nice words first what can we do for you eriks,general_question
